GeneID:TranscriptId,GSM818563,GSM818564,GSM818565,GSM818566,GSM818567,GSM818568,GSM818569,GSM818570,GSM818571,GSM818572,GSM818573,GSM818574,GSM818575,GSM818576,GSM818577,GSM818578,GSM818579,GSM818580,GSM818581,GSM818582
GAL3ST1,0.0,0.0,0.0,0.0210913,0.0124343,0.00611475,0.0,0.0174652,0.0167126,0.0185024,0.00905842,0.0229749,0.00859708,0.0975389,0.00819951,0.0467792,0.0225973,0.0121165,0.0,0.0112875
GAL3ST3,0.0,0.002961,0.0044329,0.0,0.00687931,0.0,0.0,0.0,0.0,0.0,0.0,0.000322409,0.0,0.000708223,0.0,0.0,0.0,0.0,0.0,0.0
GAL3ST2,0.0342597,0.0197899,0.0,0.00897636,0.158259,0.0700895,0.0564627,0.135012,0.182954,0.131062,0.0116666,0.127488,0.121269,0.727745,0.0420601,0.0960558,0.0872084,0.157055,0.106518,0.1737
GAL3ST4,0.0,0.0,0.0,0.0,0.00846247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0380929,0.0,0.0,0.00759519,0.0,0.0,0.000692276
C3orf33,0.0,0.010693,0.0,0.0,0.0,0.00562049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108642,0.0
C3orf30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0116748,0.0
C3orf37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3orf36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3orf35,0.0272312,0.0413635,0.0,0.00711614,0.310343,0.127095,0.0335528,0.0618979,0.128696,0.0281025,0.0366894,0.290699,0.126595,2.29308,0.0415053,0.35546,0.278871,0.228638,0.204781,0.47449
NANP,0.0,0.0,0.0,0.0,0.0282188,0.00830541,0.0,0.0075468,0.0,0.00706746,0.00783399,0.0282185,0.0117148,0.0951212,0.0,0.00998168,0.022649,0.0254896,0.0429362,0.0393823
NANS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0189438,0.0,0.0174939
C3orf38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00809516,0.0,0.0,0.0,0.0,0.00455102,0.0,0.0,0.000608949,0.0,0.0,0.0
IL17REL,0.0,0.0,0.0,0.0,0.0,0.00849946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MATN1,0.0,0.0,0.0,0.0,0.00409437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MATN3,0.00898652,0.0232765,0.0,0.0,0.00415504,0.01225,0.0085338,0.0057513,0.0,0.0121911,0.0,0.015242,0.0170814,0.00464118,0.0,0.0,0.00745491,0.031927,0.0156664,0.0149508
MATN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00704236,0.0,0.0,0.0,0.00312657,0.0,0.00649858,0.00667704,0.0076066,0.00456879,0.00977515,0.0,0.000380363
MATN4,0.0,0.0,0.0,0.0,0.00547508,0.0,0.0,0.0,0.0,0.00757199,0.0,0.00672651,0.00754648,0.0183872,0.0,0.0,0.00197981,0.0106152,0.0,0.0
PCGEM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00962014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENDOG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBF4,0.00790022,0.0204531,0.0,0.0164461,0.0876774,0.0682004,0.0112659,0.161244,0.0916655,0.176255,0.125512,0.0936414,0.0649376,0.0530068,0.0571674,0.0597267,0.0980145,0.118888,0.0343457,0.0721396
EBF3,0.0,0.0,0.0,0.0,0.00235285,0.00462128,0.0,0.00321588,0.00307994,0.00340966,0.0,0.00857606,0.00959699,0.0,0.0,0.00695046,0.0,0.00892782,0.0,0.00419984
EBF2,0.0,0.0,0.0,0.0,0.0,0.00208319,0.0,0.0,0.0,0.000383687,0.0,0.0,0.000960487,0.0,0.0,0.0,0.0,0.00200924,0.0,0.0
EBF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00265146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMNA,0.410008,0.530973,5.9785,1.33386,0.340725,0.337711,0.893716,1.44306,0.78583,1.01017,1.5444,0.483346,0.647603,0.243222,0.86041,0.947576,0.951319,1.07286,0.485481,0.305105
BDH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00125545,0.00310528,0.0,0.0,0.00022221,0.00055316,0.00233576,0.000760892,0.0,0.00137481,0.00127778,0.0,0.000544678
ENDOV,0.0,0.0148896,0.0,0.0104871,0.0171975,0.0519984,0.00409601,0.059556,0.0823061,0.0432331,0.0,0.0278397,0.0109209,0.0727078,0.0123175,0.0356202,0.0726853,0.0229548,0.0450694,0.0241374
ENDOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00053084,0.0,0.0105727,0.0,0.0,0.0,0.0,0.00125819,0.00172268
BDH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPG11,0.201021,0.168012,1.18735,0.179347,0.0779626,0.111446,0.261287,0.197185,0.149404,0.141886,0.183152,0.170574,0.168509,0.124354,0.139509,0.0442364,0.084919,0.0953696,0.0714437,0.0850862
GULP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00157233,0.0,0.0,0.0,0.0,0.0,0.0118801
IGDCC4,0.00681889,0.00587305,0.00664254,0.014148,0.00376823,0.00619455,0.00814075,0.0237417,0.0225952,0.00568499,0.0,0.026758,0.0128249,0.0105292,0.0430113,0.0233784,0.0111431,0.00893061,0.00586836,0.0112248
CENPVP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000543896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CENPVP1,0.0,0.0,0.0,0.0,0.00895576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLVCR2,0.01249,0.118588,0.225084,0.0606535,0.0289035,0.0227004,0.106775,0.191332,0.173113,0.129644,0.146258,0.103426,0.0578596,0.0580326,0.103018,0.0945122,0.079336,0.121736,0.0434825,0.0760964
FLVCR1,0.0,0.0,0.0,0.0,0.00345349,0.00339071,0.0,0.000469974,0.0,0.0,0.0,0.000418669,0.0,0.0,0.0,0.0,0.000508717,0.0,0.0,0.0
GGPS1,0.0,0.0,0.0,0.000255463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000481138,0.0,0.0,0.0,0.0,0.0,0.00699272
NACA2,0.0,0.0,0.0,0.0199257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9orf169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0182093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9orf163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00087456,5.66899e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARCKS,0.0,0.0,0.0,0.0,0.00242236,0.0,0.00249611,0.00662497,0.00317242,0.00702408,0.0,0.00294386,0.00329449,0.00269845,0.0,0.0,0.0,0.00459798,0.0,0.0129757
GALNT5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000196236,0.0,0.0,0.0,0.0,0.0,0.000587011,0.0,0.0
CGRRF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM108,0.0,0.0,0.0,0.0,0.0110429,0.0108465,0.0,0.00378411,0.00362383,0.0,0.0,0.00335909,0.00752041,0.00923102,0.0,0.0245139,0.0147328,0.0105049,0.0,0.00493666
NACAD,0.0,0.0131566,0.0,0.0073168,0.0205983,0.0298742,0.0179222,0.145351,0.0823911,0.101433,0.0153979,0.084432,0.0915173,0.1153,0.00844627,0.0237306,0.0466472,0.0535291,0.0662244,0.0155031
TMEM102,0.0,0.0,0.0,0.00630327,0.00558069,0.0,0.00571483,0.0,0.0,0.0,0.0,0.00171467,0.00769538,0.0196309,0.0,0.0167442,0.0,0.0,0.0,0.0
TMEM101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00228314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00055564,0.00877567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM105,0.0343379,0.0296195,0.0,0.00357138,0.0190565,0.0249608,0.0130716,0.10042,0.169703,0.0925682,0.0226593,0.0657928,0.0390039,0.155269,0.0289317,0.0800653,0.00566422,0.04242,0.047657,0.0113794
TMEM104,0.0,0.0,0.0,0.0,0.00871492,0.0021395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00849145,0.0,0.0,0.0,0.0,0.0,0.0
LOC650293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0182155,0.0,0.0,0.0324215,0.0125507,0.0,0.0,0.0,0.0,0.0,0.0
PDCL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDCL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159491,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CORO6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC37BP1,0.0048726,0.0041994,0.0,0.0,0.0,0.00442689,0.0,0.0061572,0.00294853,0.00326418,0.0,0.0,0.00918971,0.0,0.00292135,0.0,0.0,0.0,0.00420738,0.0040216
CCM2,0.180717,0.182517,0.0,0.196987,0.433118,0.205553,0.145807,0.884328,0.761468,0.872682,0.754125,0.925588,0.511642,4.14155,0.672135,0.504444,0.646219,0.820349,0.945255,0.405595
HLTF,0.258247,0.256768,0.0,0.165021,0.165384,0.153409,0.291211,1.2931,1.31967,1.74736,1.57057,0.764614,0.765222,0.29453,0.869572,0.624107,1.34471,1.9475,0.729129,1.07821
ZHX1-C8ORF76,0.0,0.0,0.0,0.0,0.00744951,0.0,0.0,0.00948681,0.0,0.0,0.0160411,0.00153617,0.0,0.0,0.0,0.0112781,0.0,0.0,0.0,0.0
FAM182A,0.0,0.00375926,0.0,0.0,0.014128,0.00990913,0.00416281,0.00275219,0.0,0.00291824,0.0,0.0122465,0.00548029,0.0224691,0.00522642,0.00595263,0.007148,0.0229224,0.0188143,0.0107922
KRT3,0.182662,0.096426,0.547408,0.095222,0.258027,0.207514,0.187692,0.189033,0.100527,0.21414,0.0744012,0.16093,0.18043,0.0314683,0.0860403,0.0928526,0.0591166,0.0633206,0.0620849,0.0338412
KRT2,0.812426,0.952235,2.85309,0.730815,1.08658,0.65484,0.715887,0.614116,0.831351,0.838192,0.875431,1.29729,0.946985,2.71846,1.01825,1.06421,0.787767,0.757558,2.03496,0.880786
KRT1,0.0,0.00821522,0.0366926,0.0,0.0131945,0.00432269,0.00451441,0.0,0.0467031,0.0199765,0.0,0.00538263,0.00603339,0.0,0.0,0.0,0.000987875,0.0084631,0.0,0.0
KRT7,0.0142491,0.0,0.0272662,0.00745077,0.0329217,0.0323841,0.0,0.0834546,0.0975964,0.0687583,0.0,0.0406066,0.0364785,0.184571,0.00869795,0.0297786,0.107942,0.0643273,0.113156,0.0
KRT5,0.0203633,0.0175905,0.0588426,0.0796175,0.0800187,0.111042,0.0337991,0.00654074,0.0187831,0.0346572,0.00678693,0.0230676,0.0517261,0.021049,0.0,0.0281262,0.0423705,0.0363073,0.0444972,0.0339559
KRT4,0.637792,0.256567,1.73473,0.458885,0.620149,0.804561,1.05252,0.602001,0.671112,0.565362,0.521734,0.862671,0.622471,0.489013,0.661329,0.296688,0.385257,0.383294,0.327411,0.484385
KRT9,0.163997,0.194797,0.0,0.181684,0.284307,0.242203,0.150673,0.344115,0.504339,0.362923,0.19818,0.429652,0.318985,1.09398,0.223512,0.410619,0.349829,0.484394,0.430101,0.379524
KRT8,0.0329391,0.0579894,0.256906,0.0280233,0.07984,0.0513977,0.0380277,0.0282844,0.0374841,0.0299715,0.00902608,0.0747171,0.094204,0.0681288,0.0408534,0.0243053,0.0225168,0.0362198,0.0288442,0.0112477
DACT1,0.0,0.00146162,0.0,0.0,0.0,0.00061584,0.0,0.00382523,0.00103136,0.0,0.0,0.000190694,0.00467277,0.0082447,0.0,0.000929458,0.0,0.00317371,0.0,0.0
DACT3,0.0,0.0,0.0,0.00423234,0.0263188,0.00369439,0.0,0.00518978,0.00993776,0.00550089,0.00538617,0.00459097,0.0,0.0,0.0,0.00559101,0.00672939,0.0144056,0.0,0.0
DACT2,0.0,0.0,0.0,0.0,0.003612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMCC1,0.0,0.00339887,0.0,0.0,0.00505358,0.0,0.00173835,0.00706907,0.0,0.0108351,0.0,0.0,0.00228371,0.00626076,0.00727925,0.0,0.0,0.00318136,0.000697364,0.0
TMCC2,0.0,0.0,0.0,0.0,0.0,0.0030991,0.0,0.0,0.000188568,0.0,0.0,0.0,0.0,0.00351833,0.0,0.0,0.0,0.0,0.0,0.00465483
TMCC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000315811,0.0,0.00848932,0.0,0.00584393,0.0,0.0,0.00331581,0.0,0.00977729,0.00934945
C8orf69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC253044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00970807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYCAM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00357012,0.0,0.0
MOGS,0.0,0.0,0.0,0.0,0.025077,0.00410718,0.00429154,0.0173583,0.00553903,0.0161206,0.0,0.0357772,0.0,0.065362,0.0,0.0,0.00749952,0.0,0.0276425,0.00751978
PDCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0236408,0.0,0.0100239,0.00981482,0.0,0.0328295,0.0153225,0.0,0.0152921,0.0,0.00656234,0.000379302,0.0
RECK,0.0,0.0175366,0.0,0.0,0.00941139,0.00924256,0.00242482,0.0160794,0.00923982,0.00681933,0.00667704,0.0200108,0.00959699,0.0162862,0.00610165,0.0104257,0.0166998,0.00892782,0.0175769,0.00839968
INSC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100130691,0.0,0.0,0.0,0.0,0.00396005,0.00388845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INSR,0.0388572,0.0167236,0.0,0.0125867,0.0280946,0.0253711,0.0429579,0.0243659,0.0393924,0.027456,0.0237197,0.0252345,0.0350643,0.0635371,0.00869328,0.0199176,0.0095615,0.00633637,0.0138991,0.0222302
SNORD116-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF813,0.00537202,0.0,0.0,0.0,0.00496969,0.00244039,0.0,0.00339941,0.0,0.0,0.0,0.0,0.0,0.00332199,0.00107461,0.00367251,0.00220637,0.0,0.00464391,0.0
ZNF812,0.295528,0.327002,0.0,0.209781,0.475359,0.650054,0.302212,0.702277,0.39451,0.69881,0.269263,0.557125,0.527133,0.0926095,0.366288,0.32769,0.642406,0.667316,0.611933,0.435027
SPTBN5,0.0,0.00160087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPTBN4,0.0369479,0.0259287,0.0,0.015086,0.100057,0.0705464,0.044121,0.134516,0.0872744,0.077565,0.0321104,0.0648484,0.0614148,0.283308,0.0284127,0.0755273,0.0889046,0.0788953,0.0621623,0.0224339
SNORD116-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPTBN2,0.00279508,0.00240673,0.0109024,0.0,0.0142257,0.0,0.00267122,0.00877333,0.00336176,0.00744323,0.0147579,0.0172197,0.0105017,0.0141756,0.00500756,0.00760214,0.0070473,0.00487179,0.0024021,0.00689355
SPTBN1,0.0,0.0,0.0,0.00333755,0.0,0.00194267,0.0,0.00151401,0.000587005,0.000170807,7.47511e-05,0.000779689,0.000755412,0.00555203,0.000143991,7.80005e-05,0.00325419,0.00186012,0.00414672,0.00263406
ZNF814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100131347,0.0,0.0,0.0,0.0,0.00470252,0.00231118,0.0,0.00163358,0.0,0.00692465,0.0,0.0,0.00161488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARPC4-TTLL3,0.0300707,0.00470331,0.0,0.0166829,0.155195,0.138901,0.0521327,0.0298593,0.0359943,1.33674e-07,0.0133033,0.00177286,0.00970287,0.0365108,0.000292514,0.0234726,6.26102e-06,0.0352477,0.125417,0.0516845
TFAP2A,0.0,0.0,0.0,0.0,0.0027462,0.00269735,0.0,0.0,0.0,0.00079806,0.0,0.0104773,0.000508552,0.00611422,0.0,0.0149493,0.0,0.0,0.0,0.00982076
TFAP2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFAP2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFAP2E,0.0215506,0.00931052,0.0,0.0056198,0.154414,0.0293804,0.0102137,0.062416,0.132762,0.0440936,0.0719574,0.207696,0.0822065,1.4652,0.0588022,0.201175,0.218583,0.12511,0.29237,0.143907
TFAP2D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100130964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYYR1,0.0,0.0,0.0,0.0,0.00344041,0.00338011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMHD1,0.0,0.0,0.0,0.0,0.003314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM149A,0.0,0.0,0.0,0.0,0.00897912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00167452,0.0,0.0,0.0,0.0
RPA4,0.0,0.0,0.0,0.0,0.00735562,0.0,0.0,0.0208331,0.0797206,0.0110324,0.0,0.0272934,0.0102227,0.0412883,0.0,0.0222617,0.0,0.0,0.0282065,0.0
RPA1,0.0801143,0.133654,0.0,0.185231,0.0549892,0.0798313,0.150291,0.326866,0.156524,0.308439,0.471668,0.351533,0.308862,0.119844,0.36277,0.102427,0.118814,0.113429,0.0714567,0.0512202
RPA3,0.0153511,0.0265817,0.0,0.0803361,0.0998889,0.104674,0.101383,0.0200504,0.115095,0.0955667,0.103973,0.140229,0.0984583,0.0318368,0.0751254,0.160788,0.129609,0.0417261,0.162962,0.0129272
RPA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REC8,0.0,0.0,0.0,0.0,0.000374045,0.0,0.00199897,0.0,0.0,0.000797271,0.0,0.0,0.0,0.00149754,0.00639117,0.0,0.0,0.0,0.00153594,0.00488701
FAM132A,0.177493,0.0661489,1.28654,0.213908,0.128723,0.173009,0.142088,0.752767,0.866537,0.633558,0.886264,0.602848,0.480905,0.0793664,0.569442,0.542806,0.308318,0.49818,0.367492,0.152422
CHMP2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026747,0.0,0.000551929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCDHGB2,0.0,8.7518e-85,0.0,0.0,0.00885523,0.00580223,0.0,0.020468,0.0,0.0211495,0.0,0.0,0.00151864,0.0,0.00193115,0.00220176,9.41266e-49,0.0028405,0.0111453,1.47164e-66
PCDHGB1,0.00958953,1.46718e-84,0.0,0.0149909,0.0133006,0.0174301,0.0091008,0.0122977,0.0117725,0.00977481,0.0,0.0054266,0.0182486,0.0611048,0.0,0.0150539,0.0318733,0.00853327,0.00837045,0.00798624
CHMP2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCDHGB7,0.174118,0.261211,0.0,0.261139,0.0555919,0.218503,0.344754,0.158845,0.141942,0.26377,0.197824,0.149846,0.167885,0.0149812,0.280199,0.151136,0.0995445,0.0771593,0.0432942,0.0619916
PCDHGB6,0.108819,0.114401,0.0,0.0936762,0.043749,0.141893,0.139212,0.0727803,0.0870911,0.0899886,0.0755249,0.0660125,0.0600086,0.0391076,0.0915702,0.0848247,0.0864606,0.117837,0.0412859,0.0630285
PCDHGB5,0.0474383,0.0163866,0.0,0.0247175,0.0657976,0.0819128,0.0495279,0.0243264,0.0465755,0.0451172,0.0315547,0.128835,0.0541537,0.0490151,0.0229545,0.0457986,0.0394074,0.0675197,0.132473,0.0394993
PCDHGB4,0.0,0.0250815,0.0,0.0100894,0.00447555,0.0131966,0.0137794,0.0372538,0.0,0.0263207,0.0,0.032873,0.0122832,0.0,0.00585739,0.0,1.39848e-48,0.0,8.1297e-144,3.22545e-66
RREB1,0.02057,0.0405504,0.0,0.0159966,0.0547414,0.0175204,0.0410409,0.0567243,0.0865575,0.097534,0.0301546,0.0853348,0.0676146,0.205526,0.0264675,0.0489421,0.0532266,0.0506985,0.0949954,0.0359264
TP53AIP1,0.0073202,0.0707504,0.0425315,0.0,0.0406232,0.0299325,0.00696332,0.0406457,0.0258323,0.0855223,0.0421222,0.0802736,0.0658546,0.190589,0.0252099,0.00502491,0.0,0.0129368,0.0317819,0.00606993
PHC1,0.0,0.0,0.0,0.0,0.00199195,0.00293391,0.00205435,0.00543155,0.0,0.00031996,0.00281955,0.00161141,0.000386297,0.000676949,0.0,0.0029371,0.000548612,0.00452385,0.00371325,0.0
PHC3,0.0,0.00147899,0.0,0.0,9.94001e-05,0.00338202,0.00164412,0.00128429,0.00274697,0.00798263,0.00111657,0.00928844,0.00483265,0.00309256,0.00102415,0.0,0.000465907,0.000621974,0.0,0.000317222
PHC2,0.0148835,0.00502872,0.113173,0.0121232,0.0642519,0.0363365,0.00555657,0.0221763,0.0166478,0.0313482,0.030694,0.0204705,0.0404065,0.0691482,0.0492611,0.0125291,0.0499795,0.0563523,0.0353306,0.00964516
PIANP,1.41298,1.58562,9.5096,1.54426,3.14336,2.80464,2.94676,3.37941,3.7223,3.44341,3.10906,4.29107,3.61926,3.68077,3.48245,3.15098,2.87707,3.44515,2.89571,4.06906
STK4-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF362,0.0,0.0,0.00178315,0.00204499,0.00258219,0.0,0.000876355,0.0,0.00112345,0.0,0.0,0.00241579,0.00880912,0.00380284,0.0,0.00046,0.0,0.0,0.00853438,0.0
ZNF365,0.0213809,0.0921536,0.249128,0.038872,0.0766462,0.0607054,0.0509497,0.125141,0.123087,0.114749,0.0351108,0.10819,0.0773575,0.427323,0.0577366,0.0401939,0.104955,0.0563363,0.110891,0.0397408
ZNF367,0.0244681,0.0105495,0.0,0.0254344,0.00282921,0.0444635,0.052434,0.023279,0.04087,0.0452455,0.0241645,0.0241028,0.042401,0.00315368,0.0330852,0.0,0.0362511,0.0107705,0.0105939,0.0253032
EMC10,0.0122511,0.0,0.0,0.0,0.0113259,0.0,0.00579755,0.0158456,0.0,0.0,0.0,0.0,0.00781095,0.0,0.0,0.00849811,0.0,0.0,0.0,0.0205124
PRF1,0.0,0.0,0.0,0.0,0.00428557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2AFV,0.137777,0.278191,0.0,0.162849,0.3,0.265795,0.264798,0.460405,0.279182,0.673441,0.22736,0.287678,0.386495,0.283418,0.537427,0.697502,0.287006,0.571956,0.304241,0.266457
H2AFX,0.0,0.0,0.0,0.0,0.0212933,0.00698326,0.00724675,0.0207821,0.0,0.0,0.0,0.0,0.0098531,0.0648058,0.000671258,0.0107271,0.0129706,0.0,0.0,0.0129368
