GeneID:TranscriptId,GSM818563,GSM818564,GSM818565,GSM818566,GSM818567,GSM818568,GSM818569,GSM818570,GSM818571,GSM818572,GSM818573,GSM818574,GSM818575,GSM818576,GSM818577,GSM818578,GSM818579,GSM818580,GSM818581,GSM818582
NHP2L1:NM_005008,0.0,0.0,0.0,0.0,0.0,0.0,0.0006599632,0.0029622575,0.009415738,0.0,0.0,2.5406e-06,0.0,0.0048348926,0.0,0.0,0.0,0.0,0.0,0.0
CREBBP:NM_004380,0.0001626417,0.0001406608,0.0,0.0828269845,7.50443e-05,0.1635910527,7.79712e-05,0.0001005984,0.1076536205,0.1225431289,0.0001043308,9.00161e-05,0.0001010885,8.29089e-05,9.61612e-05,0.0001093558,0.0001304371,0.0001390256,0.0001376612,0.0001325914
LDHAL6A:NM_144972,0.0,0.0,0.0,0.004680647,0.0,0.0040833482,0.0,0.0115025914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0195829995,0.0
SNORD83A:NR_000027,0.0,0.0,0.0,0.0,41.2304478433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YWHAB:NM_139323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00247688,0.0001783633,0.0,0.0015382732,0.0045529897,0.0005314025,0.0,0.0,0.0,0.0062677313
OR6P1:NM_001160325,0.0,0.0,0.0,0.0,0.0261491917,0.0128935042,0.0,0.0193122924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PER3:NM_016831,0.0356954622,0.0891642904,0.2433409072,0.0907362863,0.0578004049,0.1070107112,0.1056680527,0.0763714634,0.086063888,0.1143321714,0.1236071678,0.1080822475,0.0783486637,0.2517307775,0.0939321045,0.070501135,0.0764477409,0.1122542534,0.0937290419,0.1616367696
GPR107:NM_001136557,1.98e-08,2.25e-08,0.0,1.2e-08,4.7e-09,5e-09,2.19e-08,0.0928740974,5.7e-09,0.1971817211,7.9e-09,2.5e-09,9.9e-09,3.4e-09,7.6e-09,2.9e-09,0.1209073659,1.3146e-06,1.95e-08,0.1220156201
SNX19:NM_014758,0.0,0.0,0.0,0.0,0.0016865303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002286445,0.0112595777,0.0,0.00496629,0.0,0.0,0.0062778996,0.0
LIX1L:NM_153713,0.0076942616,0.0060469512,0.0479108556,0.004547937,0.0301441958,0.0312606166,0.0040629459,0.0216390644,0.0147469271,0.0136580502,0.0050143535,0.0084221934,0.0097209134,0.0027877351,0.0035691528,0.0019451108,0.0042065219,0.0058604459,0.007909336,0.0025822494
PAGR1:NM_024516,0.0,0.0,0.0,0.0,0.0136666937,0.0080540974,0.0056296479,0.0112375701,0.0,0.0119137922,0.0,0.0099763449,0.0148898579,0.0609270893,0.0142002986,0.0404458933,0.0097228208,0.0155980822,0.0306895067,0.1075164422
IPCEF1:NM_015553,0.1246449357,0.3828852558,0.0,0.4318090303,0.1914383069,0.2684667148,0.5286148741,0.2163330341,0.1907161189,0.3206293406,0.2353084521,0.2482042106,0.2836397862,0.2133961492,0.2110289228,0.1420136465,0.1018811084,0.1300501506,0.1038410282,0.0976634373
STARD13:NM_001243466,0.0,0.0,0.0,0.0,0.0,0.0181699657,0.000486129,0.0,0.0199481346,0.0054869745,0.0,0.0,0.0076540616,0.0,0.0097811383,0.0111413195,0.0,0.0095942857,0.0125559566,0.0018790407
LOC100499194:NR_034130,0.0,0.0,0.0,0.0,0.0046781331,0.0091966896,0.0,0.0,0.0062214102,0.0068875814,0.0,0.0114619226,0.0,0.010459531,0.0,0.0069874674,0.0,0.0,0.0,0.0
C8orf76:NM_032847,0.0187314258,0.0,0.0,0.0098273765,0.008651207,0.0,0.0088059237,0.0123668937,0.0236545484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCDHGA8:NM_014004,0.0521188537,0.1011380564,0.0,0.0406447745,0.0542353876,0.0799140548,0.1173979327,0.0827460036,0.051504021,0.0964921315,0.0901848124,0.0440329939,0.0616263839,0.0033595973,0.0862000274,0.0580386256,0.0429451165,0.0401976803,0.0036719571,0.0107877056
TBX1:NM_080646,0.0168678554,0.0293305902,0.0,0.0177373945,0.00781939,0.0241843721,0.0079722096,0.0,0.0,0.0178992783,0.0,0.0459957345,0.021779265,0.0102449066,0.0,0.0474382891,0.0143095451,0.0154131117,0.0,0.0053362763
OR2A14:NM_001001659,0.0,0.0,0.0,0.0,0.0268934303,0.0,0.013559923,0.0398354444,0.03805253,0.0631959767,0.0206276169,0.0,0.0576199058,0.0,0.0,0.0629225751,0.0,0.0552251531,0.0532913749,0.0252204876
GRID1-AS1:NR_038986,0.0,0.0,0.0,0.0,0.005203147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNRF2P2:NR_027347,0.0,0.0,0.0,0.0132573764,0.0232126111,0.0343170855,0.0,0.0169561415,0.0,0.0179410341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMB4:NM_007356,0.0037871084,0.0065246739,0.0,0.0,0.0,0.0,0.0036155915,0.0,0.0,0.0,0.0024759738,0.0,0.004751892,0.0021934136,0.0113293564,0.0051608412,0.0,0.0008276042,0.0019028341,0.0
AK2:NM_001625,0.041845192,0.2487303622,1.277500393,0.0827836512,0.8900330851,0.4515169144,0.1444285121,0.6442856258,0.5719069573,0.6124269981,0.2967581603,1.101407242,0.4396978447,5.9301842313,0.2946455143,0.6674204605,0.8249624901,0.9303953513,1.36888281,0.7655253432
MIR5194:NR_049826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8756417761,2.5550232873,0.0,0.0,0.0,0.0,0.0
PPP1R16A:NM_032902,0.1342098809,0.4102584829,0.0,0.1076506814,0.859076611,0.4597590819,0.1272741838,0.7232224562,0.3429658428,0.5765662914,0.27538862,0.2339486376,0.3475657658,0.1067243241,0.2314126795,0.3922544618,0.4383863393,0.6905743564,0.4332819629,0.1894175412
CLEC3B:NM_003278,0.0,0.0,0.0,0.0,0.090629517,0.1043522192,0.0455498084,0.09062978,0.0865366019,0.1197655638,0.0938229455,0.0576542894,0.1304362741,0.1030006929,0.0,0.0950386707,0.0,0.0314042346,0.1510352384,0.0285471331
DNAJC30:NM_032317,0.0,0.0039611044,0.0,0.0,0.0190894133,0.0091718812,0.0021777715,0.0041127766,0.0140617768,0.021794376,0.0030485636,0.0077830929,0.0139567497,0.0050550043,0.0083192478,0.0063228413,0.0076151903,0.0016307817,0.0200024,0.0038174695
THTPA:NM_001256323,0.0086742956,0.0,0.0,0.0,0.0021962511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HHLA3:NM_001031693,0.0,0.0,0.0205420861,0.0,0.005383727,0.0,0.0059263045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051372742,0.0,0.0,0.0,0.0,0.0
NKIRAS2:NM_017595,0.0,3.49e-08,0.0,0.0,2.74e-08,2.49e-08,0.0,2.1e-09,1.48e-08,1.25e-08,3.61e-08,0.0,3.3e-09,5.7e-09,0.0088513391,1.69e-08,4.77e-08,0.0,9.3e-09,0.0
ARL2:NM_001199745,0.855701514,0.6659160528,6.0369731552,1.0029728122,0.6343207676,0.3893726638,1.0931618386,1.5932902036,0.9201570743,1.4865919315,1.6512552226,1.4787555809,1.6559103172,0.2017126884,1.7914882268,1.7206445264,1.077839038,1.8324422021,0.6167055448,0.4242624726
ROGDI:NR_046480,0.0142916542,0.0,0.0,0.0,0.0265699356,0.0326826144,0.0067480945,0.0186900039,0.0089108617,0.0297308941,0.0,0.0409956676,0.0,0.1268154749,0.0263209805,0.009965706,0.0,0.0129182747,0.0253333842,0.0483375805
ELSPBP1:NM_022142,0.0497704161,0.1730849618,0.0,0.1049302121,0.0459415397,0.1131931942,0.1860207295,0.1844083407,0.0640877046,0.1419092585,0.0868489261,0.0576794101,0.1463387692,0.0,0.1550960256,0.0886958285,0.0431689565,0.0581164042,0.1125813172,0.042700577
TBC1D23:NM_018309,0.0702134608,0.1011211477,0.0,0.1037513024,0.149492395,0.1254492422,0.1175172271,0.1899457579,0.1426192201,0.1381198706,0.181688318,0.1918046238,0.199878575,0.0968542295,0.1340731441,0.1084524144,0.1981174022,0.1031853495,0.1371566099,0.1407762083
USO1:NM_003715,0.0,0.0,0.0,0.0,0.0,0.0053605282,0.0,0.0,0.0007560299,0.0003964589,0.0,0.0016599538,0.0037162487,0.0013490921,0.0035441464,0.0040378275,0.0,0.0,0.0,0.0
DGKQ:NM_001347,0.0433996369,0.0498702602,0.0,0.012519524,0.1204552298,0.0854307557,0.0597854555,0.2437013586,0.1371261958,0.2099444348,0.1043631915,0.1273253564,0.1667187065,0.0273256398,0.1011794637,0.1119558834,0.1423862873,0.160684267,0.1082475251,0.0716328441
CEP55:NM_001127182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059019808,0.0,0.0,0.0184142628,0.0208999677,0.0,0.0023706657,1.1e-08,0.0,0.0,0.0,0.0080355562,0.0
MIS12:NM_001258218,0.0,0.0,0.0,0.0386756589,0.8555371856,0.4233098468,0.0093327857,0.2723917389,0.0417194551,0.0755713294,0.0,0.2274026916,0.0560762905,2.8048e-06,0.0266309298,0.0312964383,0.0482189717,0.0702582963,0.1149636768,0.0951334246
TIMP1:NM_003254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0283304677,0.0,0.0258527758
MID2:NM_052817,0.0058786996,0.0,0.0,0.0014681666,0.002719905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM134:NR_073410,0.0,0.0,0.0,0.0,0.0433154032,0.0,0.0,0.1949084444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0283581741,0.0
SCN1A:NM_006920,0.0,0.0,0.0,0.0,0.0054430686,0.0,0.0002173098,0.000254232,0.0002833186,0.0003281574,0.009480171,0.0157952586,0.0,0.0002767124,0.0,0.0,0.0003632901,0.0003889113,0.0004275266,0.0003883748
AP2A1:NM_130787,0.0064574125,0.0,0.0,0.0,0.0060529061,0.0,0.0,0.0125637667,0.0,0.0088070598,0.0,0.0,0.0124392123,0.0,0.0038860854,0.0180785631,0.005328232,0.0,0.0228359732,0.0
IRAK1BP1:NM_001010844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104484911,0.0285388567,0.0315963971,0.0154695288,0.0128955614,0.0435792627,0.0,0.0138558055,0.0316781222,0.0577187522,0.0,0.0200941837,0.0
APOM:NM_001256169,0.0,0.0,0.0,0.0,2e-10,0.1077320682,0.0,0.0,0.0380347153,0.0,5.1e-09,0.0,2.87248e-05,0.0206114943,0.0945973618,0.0,0.0,0.0,0.0,2.0805e-06
NACC2:NM_144653,0.0,0.0,0.0,0.0,0.0059199438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003341067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3orf52:NM_024616,7.793e-06,0.0623084584,0.0,4.0497e-06,0.0908479994,3.6314e-06,3.6631e-06,3.5093e-06,4.5227e-06,0.072897404,0.0904420974,3.9689e-06,4.4377e-06,0.1003727916,0.0749038118,4.9752e-06,0.0768216883,6.2442e-06,6.4871e-06,6.4754e-06
PRY2:NM_001002758_1,0.0,0.0357593413,0.0,0.0,0.0095139672,0.0,0.0,0.0273724149,0.0,0.0144882381,0.0141867288,0.0592969848,0.0,0.0643026678,0.0,0.0145508375,0.0,0.0189825746,0.0369069656,0.0876446524
ZNF775:NM_173680,0.0,0.0,0.0,0.0,0.0023851766,0.0046891594,0.0,0.0,0.0,0.0,0.0068812967,0.0,0.0,0.0053336313,0.0,0.0,0.0,0.0,0.0,0.0
GINS2:NM_016095,0.0,0.0,0.0,0.0,0.0100742685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLEC17A:NM_207390,2.3465938206,2.2680955581,0.0,1.5382534786,2.9708333485,2.35879452,1.6696306183,2.471741853,2.8839321174,2.6632601022,2.5303689461,2.7688562466,2.8496387467,3.2110026603,2.5481649212,4.3812246543,4.548741696,4.6469826489,3.730124029,3.8363924715
UPK3BL:NM_001114403,0.0451180195,0.0488097704,0.0,0.0886030928,2.59344e-05,0.0487087698,0.0367741537,0.198237345,1.1421e-06,0.1180659255,0.0134357837,0.0196003576,0.1154289686,1.1622e-06,0.0231096599,0.1054760613,0.2053765655,0.0586190211,0.1171303115,0.0794921342
PMM1:NM_002676,0.0,0.0,0.0,0.0,0.0091204108,0.008980298,0.0,0.0130823261,0.0125100961,0.0277004349,0.0,0.0,0.025550657,0.0821391956,0.0487410057,0.0,0.0168816052,0.036291658,0.0176527301,0.0
BMPR2:NM_001204,0.0252781446,0.0963508348,0.0,0.0205800222,0.1520635092,0.05890649,0.0496608774,0.2135777913,0.2490040906,0.1544004132,0.076276929,0.2554612056,0.1726697604,2.0370262059,0.071032944,0.317323829,0.2180054568,0.2236122298,0.4195734416,0.2770604993
NFU1:NM_015700,0.0,0.0,0.0,2e-10,1e-10,0.0,0.0,0.0178838515,0.0,0.0,0.0,1e-10,0.0,1.11634e-05,0.0,0.0,7.0692e-06,0.0,0.0,3e-10
GFOD2:NR_027398,0.0,0.0,0.0,0.0,0.0064670327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005395015,0.0,0.0,0.0013689136,0.0
FBN2:NM_001999,0.0040729184,0.0052588068,0.0,0.0,0.0065962769,0.0018498319,0.0087648417,0.0129366426,0.0122190033,0.0054107735,0.0052978262,0.0102531472,0.0076405256,0.0021898201,0.0,0.001382517,0.0,0.00354137,0.0,0.008358934
THAP11:NM_020457,0.0,0.0,0.0,0.0331556538,0.0293391607,0.0,0.0060054872,0.0,0.0,0.0,0.0,0.0288759919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTR4:NM_001040169,0.0,0.0,0.0,0.0,0.0084626193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF224:NM_013398,0.0562783785,0.0566980354,0.0,0.0439819,0.1170896946,0.0724561737,0.0356144359,0.2344047602,0.0690457644,0.1479662867,0.081082083,0.1326544697,0.0654214548,0.0532996928,0.107770941,0.1034678395,0.0668127846,0.1584819261,0.1636673267,0.0468502571
CCDC132:NM_017667,0.0019591046,0.0,0.0,0.0029696242,0.0009063561,0.0,0.0027166512,0.0107833803,0.0,0.0013087071,0.0064914789,0.001098892,0.001229156,0.0,0.0011724823,0.0013352736,0.0,0.0,0.0,0.0
SLC29A1:NM_001078177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004790533,0.0,0.0,0.0,0.0,0.0040343048,0.0,0.0,0.0077825137,0.0,0.0,0.0
ITFG3:NM_032039,0.0077826267,0.0067158855,0.0,0.0003374982,0.003598895,0.0070720732,0.0036998426,0.0545823435,0.0285059598,0.0160883882,0.015449917,0.0307436743,0.0098394849,0.036148213,0.0,0.0160426622,0.019304907,0.0206604388,0.0202951628,0.0129181473
BPNT1:NM_006085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008301933,0.0,0.0,0.0,0.0,0.0073391936,0.0,0.0,0.0,0.0,0.0,0.0
CAPN1:NR_040008,0.0,0.0,0.0071251212,0.0,0.0070748137,0.003427073,0.0,0.0,0.0046078683,0.0,0.0,0.0007775209,0.0,0.0010433252,0.0,0.0,0.0062772696,0.0,0.0,0.0
SRRT:NM_001128854,0.0,0.0,0.0,0.0,0.0,0.0017528629,0.0,0.0104093564,0.0,0.0,0.0,0.0021767462,0.0,0.0001659223,8.30596e-05,0.0,7.97347e-05,0.0,0.0,0.0
MAGI1:NM_004742,0.0,0.0,0.0,0.0,0.0,0.0016276465,0.0,0.0,0.0,0.0,0.0,0.0,0.002247315,0.0,0.0,0.0004872658,0.0029293568,0.0,0.0061717457,0.0295158208
PFKFB4:NM_004567,0.0195327052,0.0112307161,0.0,0.0033849974,0.0694092692,0.0443697165,0.0033206922,0.0730470017,0.1744772876,0.0964323631,0.0214592739,0.0953462911,0.0615884884,0.5491830009,0.0317177651,0.0587465133,0.1785718949,0.0573896767,0.1642147221,0.0597859408
LINC00608:NR_024385,0.0,0.0,0.0,0.0,0.0206910379,0.0286946232,0.0,0.0,0.0296181865,0.0109301367,3.785e-07,0.0,0.0101296505,0.0,0.0,0.0,0.0133394071,6e-07,0.0,0.0
OLA1:NM_001011708,0.0,5.14e-08,0.0,0.0,2.739e-07,0.0,4e-09,1.666e-07,0.0063504851,0.007030941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0130197421
SRRT:NM_001128853,0.0,0.0,0.0,0.0,0.0,0.0017453939,0.0,0.0065016305,0.0,0.0,0.0,0.0021674452,0.0,0.0001652083,8.26996e-05,0.0,7.93875e-05,0.0,0.0,0.0
IL17D:NM_138284,0.0,0.0,0.0,0.0,0.0072418245,0.0117144173,0.0,0.0,0.0,0.0,0.0006663124,0.0036648226,0.0,0.0058137926,0.0,0.0089513095,0.0,0.0,0.0136020464,0.054003498
SLC30A6:NM_001193515,0.0,0.0026701967,0.0,0.0016095887,0.0267820767,0.0049561397,0.0032456152,0.0633491901,0.0294860775,0.0304048047,0.025646533,0.0166339394,0.0102708765,0.1372590434,0.0122469016,0.0185961591,0.057197298,0.0176908956,0.0703628647,0.0165983031
C1GALT1:NM_020156,0.0248461557,0.0183437687,0.0,0.016571779,0.0640437249,0.069326512,0.0152528737,0.0938042807,0.1133858545,0.108944936,0.0394220025,0.0935391421,0.111292332,0.0913542159,0.042454427,0.0241728586,0.0551241048,0.0217030083,0.0947249372,0.0233775548
LGALS4:NM_006149,0.0,0.0,0.0,0.0,0.0549244216,0.0360542318,0.0186172369,0.0,0.0,0.027809292,0.0136152421,0.0683754677,0.0256488108,0.0824467185,0.0,0.055901973,0.0338950879,0.0,0.0,0.0168386096
TMEM222:NR_037577,0.4250836348,0.7336685435,1.9086050555,1.0940136111,0.4806506741,0.5213782289,0.4194542275,1.0617197782,0.9249398112,1.05100952,1.3617350367,0.6916576583,0.9408324972,0.2116333607,0.5885526563,0.6865517264,1.009445438,0.9724012387,0.6873028309,1.0301209422
DNAH11:NM_003777,0.0,0.0013185288,0.0,0.0007936206,0.0042539831,0.0013916716,0.0029322882,0.0057485455,0.0009179155,0.0,0.0019899082,0.0034258022,0.0019142959,0.0039384832,0.0,0.0031171251,0.0062277592,0.0079808372,0.0039388399,0.0125656897
ASAP1:NM_018482,0.0105083014,0.0151589581,0.0,0.0036115517,0.0212642804,0.0063834934,0.0033240237,0.0266921255,0.0362518186,0.0495943338,0.0045495231,0.0138449361,0.033270651,0.1150604058,0.0105265605,0.0506188052,0.0201830695,0.0122788667,0.0220205165,0.0174097756
GNRH2:NM_178331,0.0,0.0,0.0,0.0,0.0,0.0027568757,0.0,0.0,1.131e-06,0.284382486,0.002162742,0.002582946,0.0024010634,0.0026240327,0.0,0.002685687,7.52436e-05,0.0029142307,0.0053799667,0.0
LOC643355:NM_001270945,0.0,0.0065187858,0.0,0.0078616908,0.0034937103,0.0171627469,0.0035924544,0.0151315109,0.0023044188,0.0102045697,0.0,0.0,0.005508189,0.0,0.0,0.0003706168,0.0062428513,0.0066806714,0.0196911905,0.0
SEC1P:NR_004401,0.0087445734,0.0150982954,0.0,0.0,0.0323462823,0.0158933935,0.0083060993,0.0307570905,0.026769166,0.0296353641,0.0290173994,0.0148261901,0.0350737596,0.0778934471,0.0,0.0301037127,0.0144987865,0.0258701756,0.0228541935,0.0072707809
MRPS7:NM_015971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023166276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLHL17:NM_198317,0.0271760154,0.0547496529,0.2272841385,0.0471848062,0.146592891,0.0864392126,0.0559109057,0.2725430587,0.183197483,0.1382814973,0.129380465,0.1664662285,0.1320272771,0.0374292414,0.1259165914,0.2246813268,0.1503250447,0.1166907812,0.0710767034,0.0301458796
LOC613037:NR_002555,0.0,0.0,0.0,0.0,0.006087158,0.0029897775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005656282,0.0013194584,0.0,0.0013558743,0.0116037553,0.0,0.0
RNF112:NM_007148,0.0,0.0,0.0,0.0,0.0032724614,0.0,0.0,0.0,0.0008620971,0.0059649754,0.0,0.0006648277,0.0,0.0189358968,0.0,0.0,0.0058395553,0.0,0.0074374074,0.0065164787
FHL1:NM_001159704,0.0,0.0137521152,0.0,0.0,0.0280197351,0.0116259458,0.0,0.022666391,0.1025384202,0.0186908361,1e-10,0.062869688,0.0,0.1018899869,0.0288979606,0.0283768927,0.0,0.0141090213,0.0230964313,0.0
TPM4:NM_001145160,0.0,0.0,0.0,0.0,0.0110172278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QB:NM_000491,0.0,0.022023307,0.0,0.0,0.0,0.0,0.0118270724,0.0341728568,0.0,0.0180785371,0.0,0.0,0.0,0.0,0.0,0.0722839196,0.0,0.0473850735,0.0229394842,0.0
HDLBP:NM_005336,0.0,0.0,0.0,0.0,2.3858e-06,0.0034682448,0.0016573065,0.0021833637,1.04983e-05,0.0092611556,0.0,0.0038916348,0.0,5.7249e-06,0.0,4.6779e-06,1.43331e-05,0.0030309325,1.35956e-05,0.0
MAP1S:NM_018174,0.4874460287,0.6968005343,0.0,0.8112213071,0.5861153105,0.63590425,0.2087331118,0.1062820972,0.050885162,0.0915412336,0.1241056274,0.1079319608,0.1933843743,0.0796758459,0.1592807697,0.0585118149,0.0574484133,0.0430252353,0.0422916908,0.0432767967
BPIFA3:NM_001042439,0.0266646751,0.0,0.0,0.0140742869,0.0,0.0,0.0124351251,0.0542379876,0.0172689773,0.019120296,0.0749164485,0.0329390297,0.0524765737,0.0,0.050890347,0.0381791358,0.0232496645,0.0250586946,0.0242274263,0.0
FAM151B:NM_205548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0324192176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAPG:NM_003826,0.0121888334,0.0578072518,0.0,0.0221724358,0.1296629287,0.1467406312,0.0696552042,0.2744309886,0.3738482397,0.2294735748,0.0842574328,0.3053064646,0.1536088657,0.4650125781,0.150157764,0.1669078511,0.1956224554,0.2467899642,0.1846987577,0.2218355896
WIZ:NM_021241,0.0053990821,0.0232710437,0.0,0.0056093116,0.0499470583,0.0318849546,0.0051460107,0.0785869551,0.0853770918,0.0543391527,0.0283762394,0.0526206676,0.0509639742,0.1029457449,0.0097207151,0.0406034328,0.0665292689,0.0474277186,0.0093351889,0.0267635199
MFSD10:NM_001146069,0.0,0.0,0.0,0.0,5.2e-09,5.1e-09,0.0,0.0057496171,1.3879e-06,0.075903548,0.0092592513,5.47e-08,1.76e-07,0.2171630626,2.968e-07,0.0669545836,3.297e-07,0.1115212935,6.161e-07,0.0115323793
SEPT9:NM_001113491,0.0,3.3e-09,0.0,0.0,0.0,1e-10,0.0,1.4e-09,0.0,5e-10,2.1e-09,6e-10,0.0052209323,0.0,0.0,0.0,0.0,1e-08,1.047e-07,2.1e-09
MOGAT2:NM_025098,0.7964856681,0.877780745,5.5771698029,0.7425830809,4.0674061712,3.3817488184,1.362137839,4.8558586661,3.265128625,3.6911167028,4.8626502863,4.426826366,3.5156590427,3.7977720789,1.8593630629,2.3933398504,6.7564121546,5.2615716759,4.944219128,3.5765354566
SLC25A13:NR_027662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061401143
RNF113A:NM_006978,0.0,0.0,0.0,0.010235484,0.0180090546,0.0,0.0091592289,0.0,0.0,0.0,0.0066893184,0.0231075909,0.0,0.0506754367,0.0120241715,0.0,0.0,0.0179003494,0.0,0.0
SEPT9:NM_001113492,0.0,1.6e-09,0.0,0.0,0.0026076216,0.0026960303,0.0,8e-10,0.0,3e-10,1.3e-09,4e-10,1.6729e-06,0.0,0.0,0.0,0.0,4.9e-09,5.7e-09,0.0063760312
FASTK:NM_033015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011923261,0.0,0.0117764007,0.0,0.0,0.0,0.0,0.0029074734,0.0,0.0,0.0
FHL1:NM_001159700,0.0,3.03e-08,0.0,7.785e-07,7.4e-09,0.0251765282,0.0,0.0,2.73e-08,1.06e-08,5.9e-08,2.249e-07,6.08e-08,0.0060542303,6.6e-09,3.6e-09,9.15e-08,3.26e-08,0.0,1.0937e-06
CHST4:NM_005769,0.0,0.0094805217,0.0,0.0057208422,0.0050686085,0.0201557354,0.0,0.0001576908,0.0273597036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091637485,0.0,0.0,0.0
GHRL:NM_001134941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0227713363,0.0,0.0,0.0,3e-10,0.0,0.133569505,0.0,0.0
PRNT:NR_024269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025159634,0.0,0.0,0.0007089169,0.0,0.0056192504,0.0
PRNT:NR_024268,0.0,0.0,0.0,0.0,0.0,0.0051278572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5048e-06,0.0,0.0,5.3472e-06,0.0,5.6792e-06,0.0
RQCD1:NR_073390,0.0,2.99e-08,0.0,9.3e-09,0.0157340119,9e-09,1.59e-08,0.0013806953,2.07e-08,1.41e-08,1.94e-08,1.47e-08,0.0003618022,0.0162397555,8.9e-09,1.86e-08,1.31e-08,1.3e-08,1.57e-08,1.35e-08
FAM155B:NM_015686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005723269,0.0003780041,0.0007532495,0.0018438365,0.0045224337,0.0017117871,0.0111551091,0.002694341,0.0048173663,0.0048670127,0.0006026623,0.004097178,0.0014166666
CELF5:NR_033342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092045715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0130384842,0.0
MPZL1:NM_001146191,0.0,0.0,0.0190846221,0.0,0.0,0.0022289107,0.0,0.0,0.0,0.0032874495,0.003218626,0.008278903,0.0,0.0,0.0,0.0033513075,0.0,0.0,0.0169672262,0.0040493628
GREB1:NM_148903,0.0,0.0,0.0,0.0,0.0004238858,0.0,0.0043664551,0.0,0.0006200289,0.0,0.0,0.0,0.0,0.0008470207,0.0,0.0,0.0,0.0,0.0,0.0168151085
ANKRD44:NM_153697,0.0,0.0,0.0,0.0155709703,0.027505621,0.0270595209,0.0,0.0,0.0,0.0,0.0,0.0030694544,0.0,0.0236925325,0.0,0.0,0.0,0.0,0.0131508448,0.0
B3GNT3:NM_014256,0.0,0.0,0.0,0.0,0.0078591719,0.0038614458,0.0,0.0013576479,0.0014854988,0.002877964,0.0,0.0002667305,0.0034070542,0.0013189519,0.0,0.0,0.0,0.0006851692,0.0024664802,0.0
